GSM591473	GSM591474	GSM591475	GSM591476	GSM591477	GSM591478	GSM591479	GSM591480	GSM591481	GSM591482	GSM591483	GSM591484	GSM591485	GSM591486	GSM591487	GSM591488	GSM591489	GSM591490
CST8	1.60067	1.80737	1.59887	1.4895	1.75589	1.77021	1.45615	1.3574	1.80384	1.55599	1.46851	1.7382	1.68801	1.76575	1.65602	1.65939	1.63851	1.75938
ARMCX5	2.53039	2.09321	2.27506	2.12454	2.4627	2.18545	2.20046	2.05625	2.13293	2.01294	2.16409	2.30004	1.80888	2.13625	2.16735	2.13808	2.61062	2.2534
ARHGEF7	3.92668	3.81836	3.83446	3.9563	3.772285	4.01602	4.128255	3.82132	4.092175	4.090405	4.21191	3.934395	3.777765	4.254445	3.869205	3.804365	4.08909	4.07606
ANGPTL3	12.3695	12.5428	12.4317	12.3651	12.4215	12.4785	12.6351	12.4225	12.3558	12.4854	12.4627	12.3429	12.2388	12.4024	12.5114	12.3835	12.3186	12.4295
PPA2	8.74591	8.80136	8.56182	8.57556	8.58593	8.65424	8.7943	8.53427	8.7514	8.75064	8.60208	8.72251	8.70789	8.94286	8.78696	8.81532	8.93849	8.86775
TRIT1	6.93308	6.8898	7.09744	7.17917	7.0353	7.3453	7.14456	6.69918	7.25032	6.92118	6.96735	7.27139	7.21769	7.14193	7.39408	7.00966	7.19481	7.25582
ZFP428	2.56378	2.42352	2.49577	2.48778	2.44405	2.31696	2.36143	2.76762	2.49966	2.55126	2.37658	2.56947	2.45006	2.32088	2.48134	2.28863	2.3866	2.38755
TRPC2	2.968905	2.85679	2.890895	2.981635	2.67991	2.863585	2.934765	2.838065	2.75229	2.864805	2.71239	2.66775	2.802805	2.8103	2.73827	2.832775	2.834325	3.018425
UGT3A1	8.36515	8.453695	8.466215	8.317905	8.3116	8.399295	8.26867	8.37055	8.816745	8.35085	8.555845	8.830995	8.84655	8.547175	8.59486	8.60133	8.49751	8.635385
FLYWCH2	1.845125	1.81371	1.734805	1.759815	1.81132	1.863185	1.937115	1.878655	1.866705	1.732225	1.495725	1.86361	1.742455	1.670845	1.760365	1.577995	1.738565	1.59856
CKLF	2.40788	2.23052	2.5781	2.53836	2.44486	2.38262	2.57081	2.41479	2.48037	2.29375	2.79416	2.25183	2.43858	2.809	2.38054	2.27813	2.60189	2.61519
IDNK	4.930335	4.698915	4.83913	4.80869	4.855185	4.989045	5.28298	4.90042	4.933965	5.020785	5.10082	4.887765	4.96887	4.9757	4.96153	4.722315	4.885735	4.89794
TMEM219	3.78001	4.98724	4.14923	4.20476	4.57279	4.26992	4.23961	4.91081	4.81949	4.48448	4.44048	4.18747	4.84926	3.76039	4.3408	4.06596	3.79812	4.3227
ATL3	5.0466	4.89361	4.90368	4.871935	4.92223	5.004655	5.15014	4.86282	5.100785	4.941165	5.05389	5.119705	4.924705	5.32369	4.671495	5.122645	4.65612	5.06392
UTP6	7.07691	6.61568	6.71908	6.58343	7.23485	6.68606	6.9296	6.88996	7.04728	7.06914	7.0098	7.31031	7.25893	7.09703	7.03989	6.86764	7.00961	7.07169
OIT1	1.86538	1.80452	2.12151	2.33042	1.93682	2.24008	1.96278	2.26613	1.9442	2.20932	2.02407	1.71521	2.02827	1.86784	1.66126	1.88333	1.97491	1.9006
RAB22A	5.48183	5.231505	5.46029	5.683365	5.66718	5.345185	5.647415	5.492575	5.610435	5.50649	5.33335	5.377055	5.41456	5.32337	5.551085	5.448025	5.473545	5.334745
RMND1	4.23783	4.430615	4.011915	4.17127	4.17543	4.226505	4.661055	3.772485	4.59516	4.45473	4.49179	4.466395	4.2201	4.48065	4.46776	4.51867	4.51122	4.57956
ZFP768	5.14036	5.30309	4.80244	5.2937	5.44407	5.40293	5.33035	5.21657	5.29826	5.30408	4.87313	5.20126	5.23555	4.98959	5.56218	5.23827	4.94023	5.09319
RIN1	2.28661	1.94935	2.13683	2.06242	2.26025	2.042275	1.9625	2.26158	2.031265	2.11392	2.1011	1.979375	2.329705	1.929715	2.3312	2.27196	2.024405	2.22894
TTC5	2.70332	3.136545	2.762085	2.53254	2.706115	2.702225	2.62976	2.761395	2.65266	2.90388	2.965015	2.72974	2.72637	2.561115	2.75783	2.59043	2.718635	2.86308
CD177	1.6534	1.5805	1.70734	1.64752	1.71582	1.63801	1.89251	1.53879	1.39648	1.7351	1.68055	1.8343	1.82477	1.31676	1.54999	1.48545	1.56847	1.51058
NUDT6	3.35107	2.926965	2.965985	3.205295	2.983545	3.12486	3.222915	2.874675	3.25186	3.147635	3.51543	3.27355	3.02869	3.299265	3.365215	3.390005	3.36312	3.339725
AURKA	1.848505	1.47243	1.7021	1.551615	1.76602	1.75447	1.85758	1.424	1.74117	1.697065	1.723415	1.72134	1.78863	1.826245	1.71239	1.990725	1.657325	1.70548
TXNDC9	7.9624	8.20198	8.07837	7.94344	8.20039	8.2491	8.12458	8.14256	7.94389	8.16496	8.20284	8.34438	8.13448	8.25405	8.20923	8.23664	8.19644	8.30333
ATP6V0A2	4.93335	5.36443	4.58754	4.46462	4.82065	4.73889	4.95726	4.59185	4.79371	4.72168	4.72738	4.77349	4.84798	4.86402	4.80542	4.89481	5.32627	4.73359
RNF126	5.09915	4.81926	5.22946	5.1105	5.28562	4.52496	5.16192	5.31205	4.99414	4.76739	5.09005	4.71834	5.019	4.99018	4.57375	4.84702	4.93685	4.82672
B230354K17RIK	5.60733	5.8701	5.58057	5.867825	5.867845	5.736215	5.48319	5.765255	5.80919	5.31594	5.458705	6.05695	5.58	5.776075	5.722895	5.64364	5.636325	5.72569
APOL9A	9.2881	9.09082	9.146	9.03175	9.33343	9.23936	9.2528	9.59927	9.47173	9.93217	9.37851	8.89644	9.65332	9.23699	8.92891	8.9969	9.16537	9.36176
MTG1	6.50339	6.25767	6.39176	6.50167	6.42735	6.21968	6.52311	5.98234	6.7052	6.69149	6.29196	6.71325	6.50395	6.87178	6.69112	6.72416	6.48693	6.6801
SELRC1	5.28445	5.22209	5.309525	5.33303	5.4173	5.16066	5.256055	5.319505	5.38875	5.547035	5.47609	5.485785	5.303545	5.58049	5.579065	5.288565	5.199745	5.324385
ZFAND2B	6.509165	6.44823	6.655625	6.457375	6.560265	6.546645	6.54506	6.52842	6.678425	6.695215	6.50465	6.593115	6.65603	6.42586	6.570625	6.491735	6.395405	6.395535
HEATR1	3.00206	2.63717	3.21058	2.9375	2.9583	3.23007	2.96011	3.35384	3.12465	3.15446	3.2603	3.10506	3.04559	3.15028	2.95011	2.88539	2.94947	3.24345
ELMO1	1.61176	1.40929	1.53114	1.80157	1.75822	1.52205	1.7387	1.49827	1.54487	1.6044	1.81275	2.18051	1.6491	1.60607	1.77673	1.64668	1.82419	1.62567
DRAM1	2.35017	1.82932	2.23939	2.61901	2.12351	2.30241	2.43301	2.09411	2.20371	2.38366	2.20513	2.12165	2.31266	2.63377	2.05598	2.16237	2.8898	2.14231
GRP	1.73547	1.42346	1.46517	1.51468	1.69844	1.94975	1.66697	1.55171	1.25245	1.93358	1.88122	1.4551	1.63006	1.41899	1.30071	1.44329	1.42682	1.79757
TGDS	7.13637	7.1589	7.05801	7.35345	7.12605	7.13873	7.45209	7.26531	7.4231	7.39508	7.17875	7.24268	7.22179	7.36185	7.1565	7.27113	7.18806	7.36174
CGREF1	4.02316	2.78738	2.590395	2.98641	2.797255	2.49849	3.522505	2.9453	2.847705	3.639545	3.267995	3.23026	2.748395	4.020815	3.64802	3.9888	4.41406	3.975545
SEC14L2	10.8193	10.8396	10.9597	11.086	10.8964	10.6445	11.0643	10.8048	10.8372	10.9987	11.0812	11.0544	11.0978	10.893	10.8502	10.7833	10.8675	10.8212
TCEA3	8.92153	9.00086	8.93297	9.02338	8.8162	8.91763	8.974	8.99123	9.18906	9.17195	9.15339	8.9431	9.25744	9.21584	9.03453	9.06887	8.72018	9.17872
YLPM1	3.06942	3.07974	3.66112	3.42321	3.20115	3.23005	2.82901	3.15123	3.1474	3.47463	3.03859	3.90464	3.22019	3.40747	3.64952	3.86524	3.18038	3.26599
CCDC137	3.79219	3.69456	3.67738	3.60374	3.78345	3.78926	4.02288	3.69724	4.03682	4.09374	3.44711	3.74936	3.50702	3.74082	3.73492	4.04175	3.78887	3.82285
MMD2	3.79324	3.91573	2.26661	3.51274	3.51016	3.21861	4.00684	2.76181	4.054	4.63891	4.29463	3.0254	3.29959	4.62964	4.04594	3.81828	3.67571	4.43169
TCTN3	1.77364	1.56223	1.65008	1.5505	1.74838	1.70033	1.34483	1.56869	1.4156	1.52623	1.59934	1.69537	1.70868	1.8919	1.45423	1.83363	1.61129	1.46681
GM3763	1.47904	1.41827	1.70297	1.14304	1.49022	1.64381	1.40474	1.39111	1.61454	1.96563	1.4144	1.33673	1.60349	1.43554	1.44657	1.80787	1.28612	1.81763
UBL4	7.67082	7.495095	7.65398	7.60737	7.630615	7.36871	7.794445	7.539025	7.594915	7.855845	7.850805	7.60119	7.729925	7.927	7.678905	7.47182	7.595075	7.70508
TMEM70	8.18767	8.20981	7.98588	7.91385	8.16015	8.06504	8.22206	8.12115	8.2707	8.19907	8.14356	8.20656	8.05897	8.1471	8.16578	8.19821	8.34413	8.18701
S100A4	3.2268	2.72273	2.65139	2.79266	2.52241	2.70897	2.97965	2.78468	2.23425	3.56653	2.2226	2.24593	2.42164	3.22911	2.74539	2.90664	3.64015	3.1983
NRBP2	6.22277	5.79933	6.70783	6.41572	6.43583	6.5777	6.38793	6.69091	6.72371	6.32015	6.16575	5.89415	6.60199	5.67794	5.99869	6.14226	6.17306	5.93479
BC003965	3.16238	2.70791	3.3358	3.18834	2.84733	2.87243	3.06582	2.75361	2.96254	3.0659	2.97306	3.0785	2.62468	2.63967	3.11342	3.20155	2.76099	3.18577
CAR10	1.511805	1.714855	1.62681	2.007015	1.823905	1.537645	1.83951	1.6626	1.80889	1.932305	1.88485	1.529595	1.771135	1.768465	1.93321	2.03003	1.68017	1.67333
ZGPAT	4.70317	4.80701	4.97791	4.87646	4.34389	4.54247	4.78009	4.87347	4.65421	5.0783	5.24264	4.77851	4.91738	5.04129	4.74855	5.01559	4.81743	5.21299
DEGS2	1.62986	1.74083	1.83345	1.97579	1.74877	1.95856	1.77815	1.65331	1.60719	1.76508	1.68202	1.79457	1.76166	1.65163	2.06964	1.97155	1.78082	1.81458
ZFYVE27	2.70466	2.84638	2.675545	3.0043	2.80772	2.69156	2.79113	2.701435	3.001815	2.796855	3.16873	2.576235	2.99435	2.957895	2.720355	3.000435	2.802585	2.738365
CASP8	8.19733	8.20722	8.2302	8.0974	8.35198	8.03318	8.0371	8.02828	8.04484	8.13533	8.08713	8.26395	8.07461	8.17209	8.3111	8.04646	8.20992	7.98421
HHATL	1.45551	1.84144	1.83687	1.66581	1.76046	1.63958	1.58435	1.51728	1.64795	1.80575	1.62164	1.57958	1.86845	1.63047	1.67455	1.53085	1.75834	1.65942
PPP1R8	5.70225	5.85357	5.585	5.423905	5.724245	5.852175	5.734985	5.72477	5.579705	5.670825	5.754255	5.66738	5.73918	5.947015	5.99085	5.96672	5.57842	5.69621
9430015G10RIK	3.66175	3.51414	4.34474	3.82772	3.57182	3.6519	3.57365	3.56572	3.67937	3.3778	3.68422	3.56821	3.6943	3.30173	3.66719	3.50117	3.64833	3.11147
PYCR1	1.45346	1.40067	1.31465	1.43879	0.942901	1.28489	1.3709	1.23769	1.21971	1.37006	1.17127	1.27082	1.2871	1.36068	1.19679	1.10845	1.31712	1.46915
ZCCHC9	6.58175	6.67306	6.83278	6.13587	6.39962	6.67918	6.41028	6.54189	6.38167	6.31547	6.46682	6.60485	6.56826	6.36958	6.41484	6.34833	6.39019	6.46528
CABYR	1.88252	2.45611	2.41081	1.66573	1.93518	2.07589	1.86066	2.00777	2.06665	1.81527	2.22357	1.97197	1.98704	2.03908	2.20428	2.11264	1.76846	2.09845
RPAP2	4.14985	4.262045	4.239245	4.162515	4.172455	4.005915	4.22731	3.85299	3.89393	3.69923	3.85341	4.09234	4.341215	3.704055	3.853605	3.89367	3.85341	3.79917
PSTPIP1	1.41184	1.67556	1.75952	1.61163	1.5496	1.42497	1.76074	1.59195	1.56378	1.64699	1.74428	1.89326	1.8655	1.81106	1.71016	2.11806	1.95109	1.8789
SLC25A4	5.086155	4.92468	4.43231	5.80698	4.708415	5.06034	4.975895	4.71743	4.826085	4.56492	4.603015	4.53796	4.91974	5.47025	4.920495	5.200055	5.131865	4.93491
RTFDC1	7.20566	7.14407	7.08535	7.24046	7.14108	7.08628	7.47994	7.07093	7.17744	7.14973	7.36129	7.24995	7.24148	7.67722	7.36325	7.48955	7.35654	7.49919
POLR3D	2.301375	2.26962	2.276825	2.348475	2.378445	2.26807	2.18913	2.30706	2.194455	2.44827	2.31073	2.29025	2.366985	2.44118	2.355245	2.36143	2.228	2.272695
TSPAN2	3.17218	2.92705	2.61183	2.50269	2.73895	2.73278	2.63056	2.54499	2.66872	2.91721	2.9084	2.54184	2.84281	3.02624	2.59284	2.79269	3.065	2.82101
DDX46	5.14281	4.85686	5.15933	5.17523	5.48193	5.56972	5.38662	5.44626	5.00701	5.39307	5.36451	5.33806	5.418	5.06241	5.31881	4.96453	5.07868	5.20414
H2AFY	8.28126	8.24479	7.89421	8.19051	8.14415	8.14604	8.04135	8.05838	8.28416	8.07701	8.02496	8.23958	8.06368	8.12264	8.10844	8.27613	8.33109	8.05602
TMED5	8.34065	7.44245	7.67607	7.65337	8.26923	8.14866	8.5092	8.32564	8.30229	8.33045	8.54797	8.25278	8.09629	8.59797	8.2584	8.54912	8.28384	8.44251
RABL5	3.29797	3.76721	3.26932	3.46809	3.37108	3.49619	3.79554	3.28321	3.33186	3.88418	3.63119	3.18589	3.52424	3.88696	3.15174	3.43064	3.61843	3.89085
CYP2C44	10.8571	11.0531	11.5515	11.1443	11.3071	11.3049	10.7894	11.5963	11.1733	10.7347	10.9427	11.1651	11.3624	10.1658	10.8016	10.1413	10.2341	10.4219
MSTO1	2.62888	2.71981	2.58675	2.61471	2.62122	3.04462	2.69384	2.26109	2.72842	2.68812	3.14728	2.75539	2.84279	2.67181	3.20124	3.26939	2.76879	2.64818
ARRDC1	2.27961	2.23247	2.3784	2.29936	2.27994	2.26535	2.28883	2.25365	2.22304	2.72315	2.28224	2.19947	2.28889	2.27008	2.31244	2.53855	2.24706	2.2591
SLC35A3	7.582195	7.28718	7.261395	7.25772	7.571865	7.198965	7.31935	7.600025	7.541115	7.328135	7.50167	7.50298	7.546575	7.435245	7.130505	7.507415	7.414615	7.43964
STAC2	1.78464	1.88567	1.72781	1.81746	1.82601	1.9824	1.84924	1.69646	1.79522	1.87113	1.78096	1.80456	1.53607	1.74859	1.6724	1.9278	1.65786	1.83334
AGK	3.03278	2.61708	2.58982	3.16307	3.03823	3.31269	3.07512	2.8423	3.15564	3.15495	3.51738	2.72181	2.87143	3.40083	3.38327	3.30869	3.11341	3.23834
FARP2	5.29819	5.50349	5.13359	4.66971	5.31677	5.40153	5.53013	5.56166	5.41167	5.15436	5.73058	5.50153	5.43552	5.25515	5.39721	5.57029	5.22356	5.46893
RANBP10	8.077935	7.81977	8.203865	8.17189	8.07839	8.28706	8.16798	8.09276	8.06031	7.96628	8.17245	8.19935	8.46481	7.727225	8.04892	8.13195	7.88644	7.83422
EHBP1	5.63947	5.46907	5.60786	5.92019	5.77209	5.78818	5.20064	5.46615	5.58506	5.0829	5.52262	5.55988	5.77533	5.22246	5.54083	4.92105	4.66376	5.56243
GEMIN8	2.10309	2.04879	2.42832	1.9324	1.99742	2.18603	2.11282	2.24721	1.96926	2.12838	2.51398	2.27321	2.33744	1.90443	2.16729	2.30712	2.09268	1.87867
SRGAP3	1.77504	2.03625	2.155845	2.000405	1.940105	1.662345	1.883755	1.74496	1.8364	1.97459	1.863385	1.732875	1.56367	1.67777	1.70747	1.46517	1.7442	1.636
RNPC3	4.4852	4.63802	4.3987	4.13456	4.63033	4.70271	4.50401	5.09929	5.1099	4.77247	4.97598	4.94692	4.89964	4.31343	4.49162	4.41976	4.47496	4.87017
DDX19B	2.9671	3.08846	3.19517	3.005425	3.0998	3.24981	3.03264	3.16808	3.49229	2.910745	3.131695	3.235255	3.035295	2.854615	2.945595	3.064785	3.087975	2.596895
CAAP1	5.11953	5.11333	5.16294	4.34821	5.33825	5.08647	4.84598	4.99688	4.83988	4.8465	5.12091	5.44187	5.16676	5.33109	5.73827	4.84049	5.05999	4.73468
DNASE1	2.80214	2.27444	2.69813	2.25844	2.2384	2.28777	2.24715	2.50487	2.12871	2.18757	2.67006	2.33272	2.43871	2.49706	2.51082	2.61838	2.41105	2.41156
ECD	4.47366	4.418135	4.43837	4.541565	4.497585	4.41097	4.39371	4.53018	4.358715	4.548245	4.438365	4.529665	4.510955	4.538115	4.34284	4.403305	4.50972	4.4826
SAMD4	2.6088	2.115225	2.3241	2.774205	2.628785	2.4702	2.680175	2.29271	2.46398	2.602805	2.70345	2.70134	2.55505	3.1859	2.6015	2.99505	3.189545	2.64402
F11R	4.7216	4.69543	4.6782	4.705295	4.714525	4.62086	4.790365	4.762455	4.75911	4.731415	4.610225	4.435915	4.585405	4.7144	4.692585	4.757555	4.663015	4.671935
LMCD1	1.81878	1.44226	1.62167	1.59326	1.76537	1.80747	2.08294	1.6643	1.83311	1.76133	1.89083	1.68831	1.55066	1.87463	1.70889	1.78922	1.72191	1.63444
WASH	3.74696	3.50843	3.41315	3.71743	3.749265	3.60569	3.75831	3.711335	3.47549	3.618625	3.71487	3.69411	3.71013	3.827075	3.649245	3.805855	3.812735	3.85754
DDX6	6.96803	7.871965	6.11394	6.044835	7.139965	6.967535	5.695455	6.25905	6.994605	5.34685	5.82273	6.82545	5.421565	5.66906	7.13042	7.136045	7.440505	5.59456
FGL1	10.4577	11.5382	10.1507	10.54	12.0085	10.8798	10.6458	11.4306	10.5818	10.9069	10.5069	10.2666	10.1424	11.4228	10.6728	10.4552	10.5532	10.6155
ABP1	2.075	1.80168	1.7673	1.6649	1.8645	1.59903	1.89408	1.88527	1.71212	1.81474	1.84497	1.78748	1.86257	1.81507	1.80937	1.89804	1.73706	1.97238
XRCC4	4.52893	4.87179	4.27736	4.582135	4.639815	4.705605	4.93673	4.703665	4.723055	4.79099	4.93812	4.890315	4.97698	5.20739	4.911095	5.01391	4.738765	5.120405
SUMF1	7.199655	7.538665	7.078015	7.21158	7.432975	7.19441	7.38372	7.02079	7.323185	6.949105	7.11389	7.404455	7.33689	7.250195	7.24131	7.21684	7.36654	7.18979
PCSK5	2.43589	2.68726	2.38712	2.40007	2.79617	2.68473	2.79247	2.37218	2.88576	2.80099	2.50627	2.49877	2.75188	2.48342	2.63472	2.69946	2.45084	2.72117
CPLX3	1.39343	1.85291	1.70748	1.66906	1.75477	1.90427	1.64625	1.52637	1.58603	1.7596	1.61932	1.69596	1.8044	1.73228	1.49341	1.83484	1.61949	1.83542
GM4354	10.0575	10.3379	9.70345	9.90488	10.0285	10.3985	9.63537	9.81078	10.6067	9.5608	9.60659	10.3908	9.9855	9.2654	10.226	10.2045	9.98853	9.57583
TRUB2	5.41695	5.65154	4.9601	5.15102	5.03364	5.51288	5.45343	5.09346	5.13957	5.74735	5.40264	5.68187	5.29082	5.1783	5.65253	5.52985	5.84283	5.22256
NIPAL2	2.38708	2.57278	2.84766	2.79284	2.2794	2.3812	2.34544	2.1496	2.47828	2.39556	2.35592	2.81848	2.44558	2.42071	2.31176	2.54494	2.37903	2.30333
GPRC5B	2.01468	1.85686	1.616045	1.820655	1.373115	1.560405	1.82341	1.616	1.75072	1.641995	1.87336	1.711385	1.542905	2.338895	1.83745	2.56232	2.43897	2.23428
PGAP2	6.506515	6.207525	6.513185	6.07366	6.32035	6.311265	6.54016	6.306515	6.251745	6.7692	6.569205	6.257325	6.24356	6.561815	6.607865	6.415905	6.42868	6.49504
IFI35	6.5132	6.39941	6.46198	6.46473	6.69183	6.31959	6.56024	6.63437	6.29816	6.74269	6.72637	6.53573	6.53768	6.58896	6.50828	6.41963	6.5441	6.6449
HPD	13.1159	13.2682	13.1375	13.1445	13.1435	13.2825	13.1131	13.0936	13.2232	13.2293	13.3197	13.2373	13.2166	12.9869	13.19	13.0484	13.0173	13.2075
SF3B4	4.105255	4.0629	4.05002	4.2052	4.167105	4.030045	3.91012	4.312005	3.95269	4.09043	4.158105	4.09945	4.11637	4.12924	3.91653	4.153365	4.125445	4.078085
NOP16	5.035475	5.144125	5.042665	4.861775	5.107805	4.91302	4.958885	5.2053	4.630125	5.10126	4.97107	5.00496	4.95466	4.93888	4.93658	4.72826	4.993795	4.73353
KRCC1	7.54694	7.73873	7.5311	7.59206	7.61897	7.60112	7.82625	7.46174	7.62005	7.52218	7.45425	7.66126	7.27888	7.66574	7.78307	7.66312	7.76065	7.70967
HSF1	3.86815	3.29188	3.79919	3.74236	3.50286	3.72027	3.57918	3.44478	3.91141	3.6253	3.63756	3.45294	3.82745	3.50012	3.49403	3.31742	3.47191	3.85591
2900011O08RIK	1.57515	1.69747	1.80726	1.94703	1.68084	2.0061	1.67105	1.83094	1.69492	1.53483	1.49048	1.77012	1.67713	1.63428	1.71955	1.70703	1.86326	1.8415
DENND1A	4.56863	4.41269	4.19005	4.99948	4.52911	4.58343	4.54884	4.66401	4.78675	4.422	4.64656	4.85644	4.63537	4.69332	4.76593	4.75	4.60741	4.6224
2010003K11RIK	8.00324	6.99539	5.55415	7.80392	7.30788	7.36933	8.60595	6.6627	7.29523	8.29817	7.80871	7.19711	6.98331	8.99131	7.91821	8.5212	8.49989	8.28082
CST12	1.46618	1.48844	1.6165	1.55823	1.52366	1.43989	1.67726	1.57552	1.79944	1.73549	1.43385	1.59514	1.18324	1.52828	1.57023	1.36174	1.92607	1.51253
NDUFV3	11.4464	11.3884	11.5763	11.6371	11.3892	11.4472	11.5652	11.5137	11.3799	11.4794	11.4921	11.4123	11.4816	11.4948	11.3965	11.509	11.442	11.4329
BRCA1	1.92116	1.88704	1.96561	1.94486	1.92557	1.86123	1.92018	1.94392	1.96121	1.94199	1.95038	1.96253	1.73589	2.04064	2.01755	1.79825	1.93939	1.76616
IGHG	1.81788	2.00993	1.89252	1.86122	2.03949	6.90336	1.88655	1.82866	2.1639	2.42862	1.97264	2.19136	1.63436	1.91732	3.91504	1.94398	1.77695	2.33873
REV3L	1.91907	1.90207	2.06074	1.65957	1.79326	2.0261	2.01949	2.25713	1.9334	1.92181	1.87542	2.12885	2.12325	1.65581	1.90798	1.85061	2.00648	1.94389
CAMK1G	1.61323	1.91892	1.90837	1.89391	1.89712	1.87768	1.72429	1.94705	1.94943	1.85564	1.78023	1.8956	1.9092	1.52426	2.1289	2.25917	1.89658	1.89444
TCEAL1	2.88465	3.78753	3.19489	3.28424	3.10566	2.99543	2.96083	3.08218	3.04325	2.8976	3.32967	3.00434	3.23239	3.38216	3.02164	3.51055	3.16805	3.08277
EEF1A1	13.6057	13.5154	13.5414	13.5311	13.5744	13.5695	13.5609	13.5616	13.5295	13.5775	13.5575	13.5296	13.5701	13.5596	13.5204	13.6116	13.5122	13.5803
CCDC47	6.85198	6.855475	6.945645	6.92857	7.067985	6.81209	6.74985	6.9597	6.884985	6.6583	6.643125	6.87667	6.79747	6.735455	6.86207	6.66394	6.887935	6.771935
HMGCL	6.263245	6.217965	6.07995	6.304015	6.23017	6.30149	6.61139	6.13129	6.2049	6.28569	6.34009	6.29729	6.26469	6.372045	6.480285	6.47006	6.350845	6.42261
ARL8A	3.59346	3.4553	3.49474	4.10573	3.52966	3.52427	3.74828	3.33137	3.4596	3.61653	3.50205	3.21172	3.14528	3.77233	3.61382	3.66184	3.89593	3.58004
TBCC	3.451115	3.5192	3.35798	3.3539	3.23965	3.531635	3.29829	3.310845	3.256565	3.585285	3.38581	3.33889	3.34585	3.182725	3.00616	3.34912	3.434965	3.14853
TNRC6C	4.13217	3.64416	3.73353	3.9052	3.63275	4.08168	4.21575	3.9082	4.01056	3.93311	3.763	3.82432	3.77001	3.59445	3.96441	3.79179	3.8433	4.23943
UCKL1	5.7053	5.31584	5.86234	5.94483	5.66165	5.18927	5.73259	5.13675	5.40021	5.83573	5.99976	5.29281	5.70455	5.71313	5.15919	5.46554	5.50984	5.35425
GABRP	1.31262	1.52953	1.60961	1.466655	1.399025	1.541185	1.48592	1.33353	1.47336	1.57554	1.597615	1.48399	2.408715	1.416825	1.465825	1.55442	1.353342	1.548935
IFT27	4.57411	4.7251	4.85475	4.69198	4.42027	4.84527	4.73094	4.66393	4.7594	4.68057	4.68359	4.62037	4.72803	4.67242	4.78531	4.55886	4.75666	4.95676
PDIA5	8.70328	8.83001	9.06312	8.70412	9.31676	8.88221	8.71446	9.2888	8.70875	8.87089	8.7091	8.87739	8.84517	8.39003	8.58698	8.50771	8.3619	8.44367
ACSF3	4.62269	4.14286	4.22424	5.1913	4.54909	4.55397	4.74686	3.88492	4.52661	4.66529	5.21098	4.72333	4.437	5.1743	4.50668	4.66718	4.7363	5.03939
EVA1A	9.61533	9.58576	9.50169	9.74479	9.50324	9.71339	9.89284	9.61775	9.80845	9.71708	9.55637	9.52889	9.50783	9.58337	9.80045	9.74407	9.53673	9.67395
TSPAN15	2.29163	2.32557	2.70544	2.41853	2.33704	2.50392	2.23797	2.34917	2.14036	2.50248	2.16192	2.47464	2.31357	2.30657	2.01493	2.36336	2.31239	2.77806
ACP2	6.84083	7.10047	6.60374	6.62931	6.93474	7.0641	6.7362	6.7535	6.73955	6.83837	6.76446	6.74633	6.75572	6.91333	6.73315	6.61418	6.60556	6.60206
USP19	4.05955	4.280095	4.23669	4.424575	4.33832	4.125355	4.25039	4.451985	4.09449	4.060075	3.838295	4.153075	4.236575	4.02901	4.127235	4.249555	4.01198	4.176745
TAOK1	6.20002	6.05199	6.15012	5.81348	5.77002	6.02446	5.89791	6.03628	5.88549	6.10201	6.02646	6.02142	5.80331	5.91473	6.02486	6.19023	6.04057	5.96704
SLIT2	1.45392	1.41015	1.30715	1.34222	1.51882	1.4065	1.56012	1.55505	1.43662	1.39106	1.37472	1.2533	1.39812	1.55035	1.4497	1.28181	1.45244	1.15246
CRTC2	3.07521	3.41426	3.606795	3.675885	3.314495	3.630945	3.59111	3.36507	3.76081	3.40097	3.634395	3.427105	3.560405	3.04603	3.156465	3.231815	3.22572	3.09333
PMPCA	7.83126	7.78944	7.991245	7.85481	7.911085	7.82554	7.898025	7.84465	7.802075	7.839865	7.98833	7.886875	7.895915	7.869835	7.841365	7.758445	7.79844	7.869745
FAM222B	3.132495	3.317635	3.013945	2.94135	3.215565	3.05312	2.9907	3.01122	3.091925	2.671835	2.947155	3.17473	2.851615	2.900015	2.93166	3.0777	3.140615	2.742675
GPATCH8	4.18092	4.39642	3.86658	4.54776	4.12389	3.97847	3.49317	4.01861	4.36585	3.98297	3.8583	3.53666	3.68545	3.40667	3.80012	3.87759	4.37625	3.83549
CUX1	2.41057	2.77917	2.69375	2.73246	2.62697	2.655845	2.758895	2.634335	2.39727	2.613655	2.861055	2.612535	2.45855	2.67124	2.566475	2.64717	2.82209	2.53183
ZFYVE21	9.162405	8.99932	8.97335	9.27399	8.98978	9.020395	9.17207	8.93419	9.075285	9.14974	9.27975	9.03751	9.05739	9.2265	9.197035	9.200905	9.134885	9.281905
PLEKHF1	7.19373	6.24806	7.12124	7.64547	7.24591	7.08126	7.76399	7.49309	7.6487	6.30291	6.92169	7.20156	7.21254	7.54386	6.90729	7.48919	7.31919	7.74827
DMXL1	5.94526	6.16943	6.0705	5.80073	5.91761	6.27179	6.17566	6.19293	6.00544	5.86991	6.06484	6.40388	6.2711	5.79986	6.31429	5.83871	6.06093	6.05141
CLEC2H	2.78975	2.73395	4.22381	4.59043	3.8656	3.70554	4.94404	2.66004	2.77081	3.13924	3.26397	3.55746	3.36749	3.12924	4.28785	2.93925	2.58174	3.4166
